product_name,product_review,user_rating
Kentucky Brunch Brand Stout,2020 vintage acquired during the pandemic. It was everything I'd hoped it would be and worth the drive to track it down. Wonderful aroma and such a smooth taste. Very few live up to the hype but this one did.,5.0
Kentucky Brunch Brand Stout,"Long time waiting to tick this one, and I have to say - pretty underwhelmed. Its delicious as far as maple syrup goes, but overall it was lacking in complexity. Barrel was light and not much else. Nice mouth feel and long finish.",4.56
Vanilla Bean Assassin,"Bottle, graciously shared by Clark at Peg’s. Dark brown pour with a light brown head. Inviting vanilla bean and coco puff aromas. Sweet with delicious vanilla, rich caramel, decadent chocolate, and woody notes. Some heat from the whiskey, but not overwhelming. More of a backbeat really. Doesn’t drink like a 12%er. Smooth, but complex with a very good mouthfeel and body. Bravo......",4.45
Vanilla Bean Assassin,"Unofficially my last beer of the top 250 (had the trade secured for it before changes were made to calculations, making me 20 short again...)

It glugs out of the bottle super thick and tar black. It has a finger and a half head of tight, thick khaki bubbles that recedes slowly to a thin film and collar that retain throughout. Leaves some nice legs on the glass when swirled.

Immediate strong aromas of boozy bourbon are softened by sweet vanilla and lightly toasted marshmallow. Fudgey brownie batter, brown sugar, molasses, caramel, toasted coconut, and charred oak all follow. There's just a hint of figs linger in the background.

The flavor is quite bourbon forward, but very round and smooth. It's like a scoop of real vanilla bean ice cream topped with burnt caramel, artisan fudge, and a shot of high end bourbon. Nothing pops much except maybe the bourbon, but this is quite well balanced.

The mouth feel is thick, but not overly so. It's slick and coats the mouth well, lingering and begging you to take another sip. Just the right amount (only a touch) of carbonation, and a bone dry, slightly boozy finish. Superb!

Overall this is an absolute pleasure of a beer to drink, and a worthy one for my ""last"" of the 250 list! It doesn't blow me away in the flavor department, but it does in its balance and roundedness! Those are things hard to find in modern BA adjunct stouts! The fact that I could EASILY solo dome this bottle says something!",4.68
Vanilla Bean Assassin,"As far as vanilla barrel ages stouts go, it is hard to name a better one than this. Very sweet, but just short of cloying. The huge fudge notes blend perfectly with that intense vanilla marshmallow presence. Don't miss out on this one if you have a chance to get some!",5.0
Marshmallow Handjee,"Midnight black with a dark mocha head. No real retention or lacing.

Chocolate, vanilla and plum stand out most in the nose. I really enjoy the fruitiness behind what is some very strong brownie batter and vanilla.

The taste is pretty similar. Loads of vanilla without it seeming artificial. High quality brownie. Fruit complexity underneath. And lots of heat.

Oily slick feel with soft fizz.

Probably overhyped, but still very nicely done. The flavors are all intense without being over intense.",4.34
Marshmallow Handjee,"Just because it can't be perfect, I guess, but it's damn close.

L:I was looking for Marshmallow Handjee. Looked for awhile. Looks cool in the bottle and better in my wine glass.
S: Mmmmm - did I see it can't be perfect? The nose on this gem is as close as it gets. Before the characteristic Dark Lord depth, there is the vanilla-creamy-sweet-smores thing going. And that's just the easy part. The complex, fine barrel notes compete with the earthy black malts and I love every moment of the struggle. If oil came from barley, this would fuel jets.
T: No surprises because the smell telegraphs the taste like an amateur against Ali. More of the vanilla sweet cocoa gram up front followed by the bourbon twisted chocolate caramel espresso of a great stout. It's all here.
F: It's like chewing bubble gum that never gets boring nor loses its flavor. Heavy like the punch that aforementioned amateur caught on the jaw though. Sloooww sipper.
Overall this is how it's done. An adjunct stout is never my first choice but, when done right, you get something like this. I don't like it better than the straight up WWS or some of the other simple, three ingredient brews, but it is damn good.",4.83
Marshmallow Handjee,"Pours black with a finger of khaki foam. Heavy oily legs form on the glass after a swirl. Aroma is marshmallow and brown sugary initially. This overt sugariness breaks away to reveal roasty and toasty malts with a hearty bitter edge. Underneath is bourbon and late barrel character, which further counteract the initial sugary notes. Flavor profile pushes the same start - marshmallow and brown sugar, in addition to toffee. As these start-up notes fade, hearty barrel, bourbon, and roasty and toasty malts are revealed. The latter hearty notes becomes the storyline the second half, countering the initial sugary notes well. Mouth feel is thick, with a velvety, smooth, and full texture. Overall, while the sugary start leads to a dangerous territory, the following malt and barrel notes balance the whole experience out well.

Served from a 750mL bottle. Light blue wax. Allowed to warm ~45 minutes at room temperature after removal from the fridge. Reviewed from notes.",4.64
Marshmallow Handjee,"Been hunting a long time for this one and finally landed a 2019 bottle.
Remarkable how little this tastes like a regular Darklord. It's fairly sweet which i generally don't like, but the barrel presence compensates enough to make it really enjoyable. It delivers on all fronts with ton's of vanilla, chocolate notes and some heat from the barrel. It's also nice and thiccc.",4.9
Marshmallow Handjee,"2020 in 2022. Also had the 2021 and very similar to 2020.
Look - fantastic thick black with a great thick tan head and big lacing.
Smell - roasty malt caramel barrel vanilla
Taste - fantastic vanilla marshmallow caramel woody barrel
Feel - full body creamy light carb
Overall - just incredible",4.81
Marshmallow Handjee,"Brewing pastry stouts before pastry stouts were cool, the imperial stout that Dark Lord used to be has trended sweeter, more sultry, heavier and stronger as time has passes. Now doubling down with a vanilla-riddled, bourbon barrel aged version of that notorious elixir has allowed time to finally catch up with it.

With a thick, oily and onyx looking pour, Marshmallow Hanjee shares barely a trickle of froth before falling still. As its decadent scent of vanilla drifts gently above its sweet and savory roast, the scent of espresso, cocoa and nuttiness permeates an oxidized aroma of sherry, port and soy. Devilishly sweet, the beer's early cloying nature saturates the early palate with molasses, sorghum, vanilla cream and all-things burnt marshmallows.

As the flavors roll along the middle palate, a full and lavish saturation of the tastebuds reveal bold complementary flavors of espresso, bittersweet chocolate, white chocolate, sweet wines and savory sherry, port and madeira. Hinting toward soy sauce, a late and whisky soaked taste of bourbon keeps the complex flavors of coconut, caramel, toasted oak and bourbon spice coming sip after sip.

Heavy, rich and undeniably cloying, the sipping ale is oily and warm on the palate, reserved as an after dinner digestif. A long, rich and fat maltiness clings to the mouth for an impossibly long and spicy aftertaste.",4.59
Marshmallow Handjee,"Like slow dancing with Aretha Franklin, this one has soul. Hot damn, I feel like I can lasso a T. rex. Uhhh huh, I can hurdle that St. Louis arc…

Raul.Is.feeling.this.",4.57
Abraxas - Barrel-Aged,"Good. Not noticeably better than normal abraxas. Id say overly sweet per style and too mich cinnamon. #3 beer on beer advocate LMAO no.

Okay. Fuck. The more I drink this the more I can barely finish the 9oz pour. Sugar cinnamon water. Cloying and WAY fucking 2 dimensional and cloying.",4.13
Abraxas - Barrel-Aged,"2021 variant - great viscosity and barrel on this - was missing the chili's and vanilla, but got a good bit of cinnamon, chocolate and coffee. Enjoyable experience, but expected a little more.",4.52
Abraxas - Barrel-Aged,"Maybe I waited to long to open my 2020 bottle. Mostly chocolate, mild cinnamon, slight coffee which aren't bad. Zero vanilla or pepper. Not bad overall but I expected more from BA's #3 rated beer. Won't go out of my way to acquire another bottle.",4.27
Abraxas - Barrel-Aged,"Look - black, thick, copper head dissipates quickly
Smell- Smooth licorice, molasses
Taste - BA imperial stout at its best. The right balance of vanilla bean, cinnamon, whiskey, with the dark smooth licorice and molasses stout. The chilis are not overpowering at all, adding just a hint of flavor without overpowering heat.
Feel - smooth, thick rich",4.84
Abraxas - Barrel-Aged,"This is a beer I've been wanting to try for some time now (was able to obtain it in a trade for Fremont B5K).

The beer pours fairly dark, blackish brown color with good head retention and considerable lacing. The beer certainly looks impressive enough. On the nose, I pick up vanilla, green chili peppers, some chocolate, underlying coffee and considerable whiskey. The flavor profile replicates the nose pretty closely, though I thought it a bit hot on the finish (something that is especially noticeable, given the chili flavor in this beer). That being said, the barrel aging seems to mute the base beer flavors in this beer somewhat, and really doesn't seem to blend in all that well. It does add another flavor component/dimension, which is always nice, but the whiskey flavor otherwise doesn't seem to bring a lot to the party in this beer. Mouthfeel is fairly full otherwise, and the alcohol seemed to be pretty well integrated into the flavor profile. Drinkability is pretty good, though it's hard to imagine drinking more than a small amount of this beer at a sitting.

This is a very nice beer, but given it's reputation, I confess I was expecting a bit more from it. Very glad I had the opportunity to try it, but this probably isn't a beer I'd want to seek out again.",4.31
Abraxas - Barrel-Aged,"Lucky enough to try this one at Xul Beer Company's first bottle share on Nov. 10, 2021.
Poured into an event glass.
Look- A deep black with a nice tan/brown head covering the top.
Smell- Nice chocolate and caramel mix with a hint of cinnamon. The barrel was present but not as strong as I expected.
Taste- Mostly followed the smell except the bourbon added a nice little kick to each sip. The molasses taste seemed more toward the middle of the pour.
Mouthfeel- Smooth with no carbonation. Not as thick and had nice lacing.
Overall- A first class stout with a great finish.",4.98
Abraxas - Barrel-Aged,"Appearance - The poured a thick black color with a dark tan head. The body could block out the sun.

Smell - The nose radiated chocolate with the spice of a cinnamon cookie.

Taste - Initially, the beer was like boozy chocolate. The cinnamon brought to mind spicy cinnamon cookies with ancho heat. Notes of raisin juice and dark fruits follow. It was a bit warming toward the back with a lingering spice.

Mouthfeel - The beer had a huge smooth body with little carbonation.

Overall - The beer may not have been exactly as I expected, but it was quite nice.",4.55
Abraxas - Barrel-Aged,"Pours very dark black with a thin tan head on top, Smells of Cinnamon Toast Crunch soaked in Bourbon which I think is pretty nice. The taste of the beer has the cinnamon and the touch of spice in there along with the vanilla and chocolate. The feel is nice and silky, doesn't burn the throat or mouth from the adjuncts which is perfect. Overall it's an outstanding beer and was fortunate to try it finally.",4.34
Abraxas - Barrel-Aged,"Big time grail for me. Vintage 2019 on tap at Bier Station, consumed and reviewed October 2021.

Pours black with a finger and a half of dark caramel foam. Good head retention. Aroma is spices, cinnamon, chocolate, toffee, caramel, and molasses. Roasty and toasty malts offer up a firm base, adding a strong malty stout backbone to each whiff. As the sweetness crescendos to a peak, barrel character sweeps in to add some char, bourbon, and bitterness. Alcohol remains an after thought, allowing the beer to shine forward of its ABV. Loaded from first whiff to last sniff. Flavor profile is more of the same - a firm stout base of roasty and toasty malts form the foundation of cinnamon, spices, vanilla, caramel, molasses, toffee, and cream. It opens up less spicy than the nose, but finishes more spicy than the nose, that is to say, the dynamics are shaped in contrast - mirrored. Only caveat to the mirror image is the barrel character notes of char and bourbon that come thru at the end again, dropping this stout an octave into deeper heartiness. Despite the bourbon character popping through the beer, the beer never comes off as hot. Mouth feel is thick with a smooth, consistent grit. Its feel is uniform from front to back. Overall, incredible depth with loads of barrel complimenting the initial spices well. It borders on an ADHD stout, spreading it's attention in a spiderweb of directions, but remains cohesive enough to form an intoxicating melody.

Draft. 8oz pour.",4.64
Abraxas - Barrel-Aged,"Second Review, 2020 in 2021
Look - black and thick syrup
Smell - sweet spice chocolate cinnamon
Taste - lots of spice smell cinnamon with chocolate and nice barrel
Feel - thick body medium carb
Overall - still delicious

First Review 2021 in 2021- 4.74
Look - black thick and a nice tan rimming almost no head. Fantastic skimming (4.5)
Smell - so much barrel with a great balance of vanilla, cinnamon, and chocolate (4.75)
Taste - boozy with a fantastic blend of cinnamon vanilla chocolate. Nice woody caramel bba taste. Boozy (4.75)
Feel - full body creamy with a slight carb (4.75)
Overall - just incredible (4.75)",4.53
Heady Topper,"Canned on: ???? (Picked up fresh from the brewery, though.)

A - Very hazy medium orange gold color with a dense ring of creamy white lacing.

S - Bright citrus, citrus rind, dank pine, and earthy peppery citrus rind. ,

T - Juicy floral, citrus, citrus rind, a slight bit of peppery spice with some resiny pine bitterness on the back end. Finiand shes on the balanced side with a lingering mix between earthy juicy citrus and resiny pine.

M - Big medium body with prickly carbonation and bone dry on the back of the tongue.

O - Not, sure why I've never reviewed this before because I've had alot of it in the past. Final verdict? Enjoying this beer equally as much today as I did when I first had it. This Classic never gets old (IMO), just total all around class. One of my all time favorites.",4.46
Heady Topper,Pours a hazy gold. Thick foam. Juicy sweet hop aroma. Loads of dank hop flavors. Some sweetness. Some bitterness. Loads of juicy goodness. Not for the beginner but definitely very drinkable and a must have if you love IPAs.,4.75
Heady Topper,"Canned 8/18/22. Purchased that day at the brewery.

L: Normally kept in the can, this one pours a hazy dark orange with a big head that quickly thins to a film with splotches on the cap and a thicker ring around the glass. Lacing is minimal but attractive.

S: Huge aromas of everything good. Floral, citrus, tropical, mixed berries, and pine. Incredible.

T: Strong hop character in your face up front. Mellows a bit in the middle to reveal some delicious juicy fruit and berries, but the hops never take a back seat. Finishes dry, but not as bitter as the hop punch would suggest.

F: The hop onslaught provides a sticky, resinous mouthfeel, which is not a criticism.

O: Heady Topper takes no prisoners. An absolute hop smackdown that also showcases a wide variety of aromas and flavors. This is the DIPA for those who think west coasts are too bitter and hazies are too juicy.",4.74
Heady Topper,"I opened a pint can, bright citrus (mostly pineapple), pine and herbal hops greeted the nose. Bready malt and citrus juice give the impression of sweetness, alcohol is noticeable. I drank out of the can for a few sips, bitter, semi-dry and boldly flavored. Hops are way out in front, juiciness masks the malt flavor. Bitterness rises throughout the taste.

Next, I poured most of the rest into a mug. Pale orange-straw body, very hazy with a rich creamy white head that quickly shrunk to a cap that lasted leaving rings of lacing. The taste is best this way and represents a well-made Imperial New England style IPA.

Next, I added in the dregs, and I can see why this is not recommended. The haze changed to cloudy and turbid, the taste changed to peppery bitter with a slight funky juiciness. I don't mind the dregs; the white pepper bitterness hides the alcohol and keeps the sweet juice taste in check.

Medium bodied with plentiful carbonation, bold, bitter and still balanced but I wouldn't call it smooth. Lightly colored for the style and begs the question ""Should there be an Imperial NEIPA category?""
Following of the pouring guidelines is highly recommended.


Canned on 7-25-22",4.74
Heady Topper,"My second favorite beer of all time. Absolutely nothing but awesome deliciousness throughout. Unfortunately I live in Wisconsin, and have to pay my brother to send me 4 packs. I love the somewhat malty hopped taste, when you open a can it’s aroma is almost as good as the taste. It’s been around for years, yet with all the new brews coming and going, it has rarely met it’s match.",4.75
Heady Topper,"I’m not understanding the hype around this one. My buddy from MA sent me a four pack for my birthday so I have been dissecting this for a week now.

Pours a wonderful, slightly hazy dark straw color with an immaculate head.

Aroma seems a bit lacking. Sure it has hops but it isn’t overwhelming or any better than the other 100 IPAs out there. Kind of citrusy with a touch of pine.

It’s a little malty for my liking. Thick and heavy. The hop oils really coat the tongue. Bitterness is average, not too much.

It’s a good beer but not world class IMO.",4.15
Heady Topper,"Look: Yeah, I know, I poured it out into a glass – old habits die hard. Light orange and cloudy with a silky-looking pure white head that builds up and holds as a lid, ever-so-slowly receding and leaving great lacing behind
Aroma: Ripe peaches, mango, tangerines, strawberries, cantaloupe melon, pine, some kiwi, kumquats, Cannabis, blueberries, and some sweet malt
Taste: Opens up with a barrage of citrus fruits and resinous pine sap that seemingly gain strength as they develop. Peaches, mango, and mixed berries pop up both together and separate as the journey continues and dankness also makes it presence known here and there in no-so-subtle ways. Malt sweetness tries to keep up but is continually beaten back by the hops and closes with a conifer-laden finish and a delectable, strong bite
Mouthfeel: Full, a little slick, medium-high carbonation, and felt and I’d say medium-strength dryness on the finish
Overall: Wow, this is outstanding. To me, this was the OG I heard about, here on BA, before the NE-Style IPA trend migrated West and when I saw a month-old can, I had to try it as I haven’t been a fan of the sub-style much since it took over here but figured and wished I would be. Happy to say, this is my type of beer though as it absolutely captures the amazing aromatics that the late/dry hop additions and yeast can being to the ‘hazy’ style but it drinks like a WCIPA without the chewy feel and an awesome, pithy bite, and plenty of dryness. Color me WAY impressed and I’d buy this again and again in a heartbeat. Thank you, The Alchemist, for creating this gem and props on blowing me away right out of the gate, as that doesn’t happen often",4.84
Heady Topper,"16oz can purchased from the fridge as a single from a local bottle shop for $5.25. No canned on date. This must be fresh because this doesn't get distributed here very often and it usually sells out pretty quickly.

Look: Pours a mildly to moderately hazy pale yellow/golden color. The head dissipated quickly. This is very pale for an 8% ABV Double IPA.

Smell: The aroma is very expressive. Tons of dank, resinous hops. A bit of citrus thrown in too. Up front, I get a strong green bell pepper note. This yields to citrusy notes and resinous, piney hoppiness. I get notes of grapefruit and lemon hard candy, along with secondary notes of papaya and mango.

Taste: This is really good. It is actually quite drinkable given how aggressive it is. Up front, it's citrusy and dank. The finish is tooth-enamel stripping bitterness, in a good way. It has a strong bitter finish with lots of woody pine tar, grapefruit pith, and lemon rind. The finish is very dry and the bitterness lingers long.

Feel: It has a slick and oily mouthfeel with a relatively soft carbonation. Medium bodied.

Overall: This is my first time trying Heady Topper, as well as my first time trying anything from Alchemist. There is so much hype around this beer, so it was almost impossible to live up to it. But it actually manages to come pretty close. What I find most interesting about this beer is that it is so different from ""New England-Style IPAs"" that are made by 90% of breweries today. To me, this beer is more West Coast at heart than it is an NEIPA. This beer reminds me of Lagunitas Super Cluster, which I know is all-Citra hopped and I do not know which hops are used in Heady Topper. I would think that there at least has got to be Citra in here too though. Also reminds me a bit of Foley Brothers Prospect.",4.24
Heady Topper,"Very difficult beer to find in my area. Luckily, there was what appears to be a one time drop at my local store - very limited amount. I scoffed two 4 packs. This is definitely a solid brew, but I don't find it all that drinkable. I was never able to drink more than one before wanting to move on to something else. Pretty one-dimensional to me - bitter, bitter, and bitter. I prefer a more balanced, multifaceted IPA.

If I come across some I will probably purchase a 4 pack, but it's not something I will be actively seeking out, there are plenty of other beers that I prefer over this one.",3.72
Heady Topper,"Alchemist Heady Topper Imperial IPA, 8% ABV. Can is dated 05/09/22. Pours...wait, didn't pour it, per the label. Nose is a forest of big f'ing pine trees. Taste follows, and though hugely bitter, still quite drinkable. Excellent mouthfeel with decent carbonation. Overall world-class. I've got sap in my beard and I'm belching pine trees.",4.4
Heady Topper,"Maybe it's because it has been hyped, maybe it's because I drank it in a glass rather than from the can (as suggested on the can), but I was underwhelmed by this most hyped of IPAs...

It does look pretty good, has a very piney smell that just doesn't resonate with me, and the taste is full of that same resin that comes from pine. I suppose there are many that swear by it, but this just isn't what I was expecting from a ""world class"" beer. Mouthfeel was smooth, I do have to give it that, actually very smooth. Out of respect and acknowledgement I did give it an overall higher rating than I normally would, but in the end I'm walking away feeling, well...meh...",3.84
Heady Topper,"I've been fortunate enough to have this multiple times and each time I'm impressed. Looks the part of a fantasticly crafted IPA. Pale yellow color with a nice murkiness. Smell is off the charts when fresh and bursting with pine and citrus. Just like the nose there is lots of pine and orange zest, but never overly bitter. Dangerously drinkable even though its a bit hefty in the body. I've had multiple in a night before and though the morning after was a touch rough, I didn't regret a single sip. Overall, this beer is worth every bit of praise it receives in my opinion.",4.88
Heady Topper,"Finally found the Holy Grail in Colorado. Unexpectedly pine-forward. I am sick of all those juice NEIPAs out there. This is a NEIPA style with pine, The perfect IPA. I bought 20 of these, and they'll be gone by the end of Memorial Day.",4.94
Heady Topper,"Dave Dave Erazo vacationed in New England and brought my son and me some Alchemist brews. Fresh Heady Topper at refrigerator temperature poured from the can (!) into glasses. Slightly cloudy pale yellow body with a pure white cotton candy head. Aroma is powerfully hoppy, sort of reminiscent of the pungent Ballantine ale from Newark in 1971. Very good beer. It's hop flavor and aroma are accompanied by a lasting flavorful bitter aftertaste. For myself , I could use a bit more malt body, possibly with a little less alcohol. But this is a memorable modern IPA, probably the best one I've tasted.",4.19
Heady Topper,Best NEIPA I have had. Super drinkable and all around delicious. A light sweetness to the malts balances with a hearty hop bitterness and makes it more refreshing and easier to drink than I expected. Great beer.,4.91
Heady Topper,a little over a month old. tried some from the can but i preferred drinking from a glass to get a good whiff of the hops while taking a drink. It is slightly foggy with a good head and lacing. Nice citrus smell. citrus follows to the taste with pine balancing it out. i had my doubts but it lived up to the hype.,5.0
Blessed,"Yup, it’s that good. Superior flavors burst out of a jet black pour. Bourbon, vanilla, coffee, purified angel urine; it’s all there and more. Amazing.",4.98
